panel,row_role,series,index,x_exact,x_numeric,y_exact,y_numeric,context
C,feasible-boundary,ordered lower boundary,168,7/25,0.28000000000000003,14/25,0.56000000000000005,y=2x from lambda_2>=lambda_3
C,feasible-boundary,ordered upper boundary,168,7/25,0.28000000000000003,16/25,0.64000000000000001,y=(1+x)/2 from lambda_1>=lambda_2
C,feasible-boundary,ordered lower boundary,169,169/600,0.28166666666666668,169/300,0.56333333333333335,y=2x from lambda_2>=lambda_3
C,feasible-boundary,ordered upper boundary,169,169/600,0.28166666666666668,769/1200,0.64083333333333337,y=(1+x)/2 from lambda_1>=lambda_2
C,feasible-boundary,ordered lower boundary,170,17/60,0.28333333333333333,17/30,0.56666666666666665,y=2x from lambda_2>=lambda_3
C,feasible-boundary,ordered upper boundary,170,17/60,0.28333333333333333,77/120,0.64166666666666672,y=(1+x)/2 from lambda_1>=lambda_2
C,feasible-boundary,ordered lower boundary,171,57/200,0.28499999999999998,57/100,0.56999999999999995,y=2x from lambda_2>=lambda_3
C,feasible-boundary,ordered upper boundary,171,57/200,0.28499999999999998,257/400,0.64249999999999996,y=(1+x)/2 from lambda_1>=lambda_2
C,feasible-boundary,ordered lower boundary,172,43/150,0.28666666666666668,43/75,0.57333333333333336,y=2x from lambda_2>=lambda_3
C,feasible-boundary,ordered upper boundary,172,43/150,0.28666666666666668,193/300,0.64333333333333331,y=(1+x)/2 from lambda_1>=lambda_2
C,feasible-boundary,ordered lower boundary,173,173/600,0.28833333333333333,173/300,0.57666666666666666,y=2x from lambda_2>=lambda_3
C,feasible-boundary,ordered upper boundary,173,173/600,0.28833333333333333,773/1200,0.64416666666666667,y=(1+x)/2 from lambda_1>=lambda_2
C,feasible-boundary,ordered lower boundary,174,29/100,0.28999999999999998,29/50,0.57999999999999996,y=2x from lambda_2>=lambda_3
C,feasible-boundary,ordered upper boundary,174,29/100,0.28999999999999998,129/200,0.64500000000000002,y=(1+x)/2 from lambda_1>=lambda_2
C,feasible-boundary,ordered lower boundary,175,7/24,0.29166666666666669,7/12,0.58333333333333337,y=2x from lambda_2>=lambda_3
C,feasible-boundary,ordered upper boundary,175,7/24,0.29166666666666669,31/48,0.64583333333333337,y=(1+x)/2 from lambda_1>=lambda_2
C,feasible-boundary,ordered lower boundary,176,22/75,0.29333333333333333,44/75,0.58666666666666667,y=2x from lambda_2>=lambda_3
C,feasible-boundary,ordered upper boundary,176,22/75,0.29333333333333333,97/150,0.64666666666666661,y=(1+x)/2 from lambda_1>=lambda_2
C,feasible-boundary,ordered lower boundary,177,59/200,0.29499999999999998,59/100,0.58999999999999997,y=2x from lambda_2>=lambda_3
C,feasible-boundary,ordered upper boundary,177,59/200,0.29499999999999998,259/400,0.64749999999999996,y=(1+x)/2 from lambda_1>=lambda_2
C,feasible-boundary,ordered lower boundary,178,89/300,0.29666666666666669,89/150,0.59333333333333338,y=2x from lambda_2>=lambda_3
C,feasible-boundary,ordered upper boundary,178,89/300,0.29666666666666669,389/600,0.64833333333333332,y=(1+x)/2 from lambda_1>=lambda_2
C,feasible-boundary,ordered lower boundary,179,179/600,0.29833333333333334,179/300,0.59666666666666668,y=2x from lambda_2>=lambda_3
C,feasible-boundary,ordered upper boundary,179,179/600,0.29833333333333334,779/1200,0.64916666666666667,y=(1+x)/2 from lambda_1>=lambda_2
C,feasible-boundary,ordered lower boundary,180,3/10,0.29999999999999999,3/5,0.59999999999999998,y=2x from lambda_2>=lambda_3
C,feasible-boundary,ordered upper boundary,180,3/10,0.29999999999999999,13/20,0.65000000000000002,y=(1+x)/2 from lambda_1>=lambda_2
C,feasible-boundary,ordered lower boundary,181,181/600,0.30166666666666669,181/300,0.60333333333333339,y=2x from lambda_2>=lambda_3
C,feasible-boundary,ordered upper boundary,181,181/600,0.30166666666666669,781/1200,0.65083333333333337,y=(1+x)/2 from lambda_1>=lambda_2
C,feasible-boundary,ordered lower boundary,182,91/300,0.30333333333333334,91/150,0.60666666666666669,y=2x from lambda_2>=lambda_3
C,feasible-boundary,ordered upper boundary,182,91/300,0.30333333333333334,391/600,0.65166666666666662,y=(1+x)/2 from lambda_1>=lambda_2
C,feasible-boundary,ordered lower boundary,183,61/200,0.30499999999999999,61/100,0.60999999999999999,y=2x from lambda_2>=lambda_3
C,feasible-boundary,ordered upper boundary,183,61/200,0.30499999999999999,261/400,0.65249999999999997,y=(1+x)/2 from lambda_1>=lambda_2
C,feasible-boundary,ordered lower boundary,184,23/75,0.30666666666666664,46/75,0.61333333333333329,y=2x from lambda_2>=lambda_3
C,feasible-boundary,ordered upper boundary,184,23/75,0.30666666666666664,49/75,0.65333333333333332,y=(1+x)/2 from lambda_1>=lambda_2
C,feasible-boundary,ordered lower boundary,185,37/120,0.30833333333333335,37/60,0.6166666666666667,y=2x from lambda_2>=lambda_3
C,feasible-boundary,ordered upper boundary,185,37/120,0.30833333333333335,157/240,0.65416666666666667,y=(1+x)/2 from lambda_1>=lambda_2
C,feasible-boundary,ordered lower boundary,186,31/100,0.31,31/50,0.62,y=2x from lambda_2>=lambda_3
C,feasible-boundary,ordered upper boundary,186,31/100,0.31,131/200,0.65500000000000003,y=(1+x)/2 from lambda_1>=lambda_2
C,feasible-boundary,ordered lower boundary,187,187/600,0.31166666666666665,187/300,0.62333333333333329,y=2x from lambda_2>=lambda_3
C,feasible-boundary,ordered upper boundary,187,187/600,0.31166666666666665,787/1200,0.65583333333333338,y=(1+x)/2 from lambda_1>=lambda_2
C,feasible-boundary,ordered lower boundary,188,47/150,0.31333333333333335,47/75,0.62666666666666671,y=2x from lambda_2>=lambda_3
C,feasible-boundary,ordered upper boundary,188,47/150,0.31333333333333335,197/300,0.65666666666666662,y=(1+x)/2 from lambda_1>=lambda_2
C,feasible-boundary,ordered lower boundary,189,63/200,0.315,63/100,0.63,y=2x from lambda_2>=lambda_3
C,feasible-boundary,ordered upper boundary,189,63/200,0.315,263/400,0.65749999999999997,y=(1+x)/2 from lambda_1>=lambda_2
C,feasible-boundary,ordered lower boundary,190,19/60,0.31666666666666665,19/30,0.6333333333333333,y=2x from lambda_2>=lambda_3
C,feasible-boundary,ordered upper boundary,190,19/60,0.31666666666666665,79/120,0.65833333333333333,y=(1+x)/2 from lambda_1>=lambda_2
C,feasible-boundary,ordered lower boundary,191,191/600,0.31833333333333336,191/300,0.63666666666666671,y=2x from lambda_2>=lambda_3
C,feasible-boundary,ordered upper boundary,191,191/600,0.31833333333333336,791/1200,0.65916666666666668,y=(1+x)/2 from lambda_1>=lambda_2
C,feasible-boundary,ordered lower boundary,192,8/25,0.32000000000000001,16/25,0.64000000000000001,y=2x from lambda_2>=lambda_3
C,feasible-boundary,ordered upper boundary,192,8/25,0.32000000000000001,33/50,0.66000000000000003,y=(1+x)/2 from lambda_1>=lambda_2
C,feasible-boundary,ordered lower boundary,193,193/600,0.32166666666666666,193/300,0.64333333333333331,y=2x from lambda_2>=lambda_3
C,feasible-boundary,ordered upper boundary,193,193/600,0.32166666666666666,793/1200,0.66083333333333338,y=(1+x)/2 from lambda_1>=lambda_2
C,feasible-boundary,ordered lower boundary,194,97/300,0.32333333333333331,97/150,0.64666666666666661,y=2x from lambda_2>=lambda_3
C,feasible-boundary,ordered upper boundary,194,97/300,0.32333333333333331,397/600,0.66166666666666663,y=(1+x)/2 from lambda_1>=lambda_2
C,feasible-boundary,ordered lower boundary,195,13/40,0.32500000000000001,13/20,0.65000000000000002,y=2x from lambda_2>=lambda_3
C,feasible-boundary,ordered upper boundary,195,13/40,0.32500000000000001,53/80,0.66249999999999998,y=(1+x)/2 from lambda_1>=lambda_2
C,feasible-boundary,ordered lower boundary,196,49/150,0.32666666666666666,49/75,0.65333333333333332,y=2x from lambda_2>=lambda_3
C,feasible-boundary,ordered upper boundary,196,49/150,0.32666666666666666,199/300,0.66333333333333333,y=(1+x)/2 from lambda_1>=lambda_2
C,feasible-boundary,ordered lower boundary,197,197/600,0.32833333333333331,197/300,0.65666666666666662,y=2x from lambda_2>=lambda_3
C,feasible-boundary,ordered upper boundary,197,197/600,0.32833333333333331,797/1200,0.66416666666666668,y=(1+x)/2 from lambda_1>=lambda_2
C,feasible-boundary,ordered lower boundary,198,33/100,0.33000000000000002,33/50,0.66000000000000003,y=2x from lambda_2>=lambda_3
C,feasible-boundary,ordered upper boundary,198,33/100,0.33000000000000002,133/200,0.66500000000000004,y=(1+x)/2 from lambda_1>=lambda_2
C,feasible-boundary,ordered lower boundary,199,199/600,0.33166666666666667,199/300,0.66333333333333333,y=2x from lambda_2>=lambda_3
C,feasible-boundary,ordered upper boundary,199,199/600,0.33166666666666667,799/1200,0.66583333333333339,y=(1+x)/2 from lambda_1>=lambda_2
C,feasible-boundary,ordered lower boundary,200,1/3,0.33333333333333331,2/3,0.66666666666666663,y=2x from lambda_2>=lambda_3
C,feasible-boundary,ordered upper boundary,200,1/3,0.33333333333333331,2/3,0.66666666666666663,y=(1+x)/2 from lambda_1>=lambda_2
C,threshold-boundary,coercive threshold x=delta,0,1/20,0.050000000000000003,1/10,0.10000000000000001,delta=1/20 within feasible domain
C,threshold-boundary,coercive threshold x=delta,1,1/20,0.050000000000000003,21/40,0.52500000000000002,delta=1/20 within feasible domain
C,threshold-boundary,line-plane threshold y=eta,0,0,0,2/5,0.40000000000000002,eta=2/5 and 0<=x<=delta
C,threshold-boundary,line-plane threshold y=eta,1,1/600,0.0016666666666666668,2/5,0.40000000000000002,eta=2/5 and 0<=x<=delta
C,threshold-boundary,line-plane threshold y=eta,2,1/300,0.0033333333333333335,2/5,0.40000000000000002,eta=2/5 and 0<=x<=delta
C,threshold-boundary,line-plane threshold y=eta,3,1/200,0.0050000000000000001,2/5,0.40000000000000002,eta=2/5 and 0<=x<=delta
C,threshold-boundary,line-plane threshold y=eta,4,1/150,0.0066666666666666671,2/5,0.40000000000000002,eta=2/5 and 0<=x<=delta
C,threshold-boundary,line-plane threshold y=eta,5,1/120,0.0083333333333333332,2/5,0.40000000000000002,eta=2/5 and 0<=x<=delta
C,threshold-boundary,line-plane threshold y=eta,6,1/100,0.01,2/5,0.40000000000000002,eta=2/5 and 0<=x<=delta
C,threshold-boundary,line-plane threshold y=eta,7,7/600,0.011666666666666667,2/5,0.40000000000000002,eta=2/5 and 0<=x<=delta
C,threshold-boundary,line-plane threshold y=eta,8,1/75,0.013333333333333334,2/5,0.40000000000000002,eta=2/5 and 0<=x<=delta
C,threshold-boundary,line-plane threshold y=eta,9,3/200,0.014999999999999999,2/5,0.40000000000000002,eta=2/5 and 0<=x<=delta
C,threshold-boundary,line-plane threshold y=eta,10,1/60,0.016666666666666666,2/5,0.40000000000000002,eta=2/5 and 0<=x<=delta
C,threshold-boundary,line-plane threshold y=eta,11,11/600,0.018333333333333333,2/5,0.40000000000000002,eta=2/5 and 0<=x<=delta
C,threshold-boundary,line-plane threshold y=eta,12,1/50,0.02,2/5,0.40000000000000002,eta=2/5 and 0<=x<=delta
C,threshold-boundary,line-plane threshold y=eta,13,13/600,0.021666666666666667,2/5,0.40000000000000002,eta=2/5 and 0<=x<=delta
C,threshold-boundary,line-plane threshold y=eta,14,7/300,0.023333333333333334,2/5,0.40000000000000002,eta=2/5 and 0<=x<=delta
C,threshold-boundary,line-plane threshold y=eta,15,1/40,0.025000000000000001,2/5,0.40000000000000002,eta=2/5 and 0<=x<=delta
C,threshold-boundary,line-plane threshold y=eta,16,2/75,0.026666666666666668,2/5,0.40000000000000002,eta=2/5 and 0<=x<=delta
C,threshold-boundary,line-plane threshold y=eta,17,17/600,0.028333333333333332,2/5,0.40000000000000002,eta=2/5 and 0<=x<=delta
C,threshold-boundary,line-plane threshold y=eta,18,3/100,0.029999999999999999,2/5,0.40000000000000002,eta=2/5 and 0<=x<=delta
C,threshold-boundary,line-plane threshold y=eta,19,19/600,0.031666666666666669,2/5,0.40000000000000002,eta=2/5 and 0<=x<=delta
C,threshold-boundary,line-plane threshold y=eta,20,1/30,0.033333333333333333,2/5,0.40000000000000002,eta=2/5 and 0<=x<=delta
C,threshold-boundary,line-plane threshold y=eta,21,7/200,0.035000000000000003,2/5,0.40000000000000002,eta=2/5 and 0<=x<=delta
C,threshold-boundary,line-plane threshold y=eta,22,11/300,0.036666666666666667,2/5,0.40000000000000002,eta=2/5 and 0<=x<=delta
C,threshold-boundary,line-plane threshold y=eta,23,23/600,0.03833333333333333,2/5,0.40000000000000002,eta=2/5 and 0<=x<=delta
C,threshold-boundary,line-plane threshold y=eta,24,1/25,0.040000000000000001,2/5,0.40000000000000002,eta=2/5 and 0<=x<=delta
C,threshold-boundary,line-plane threshold y=eta,25,1/24,0.041666666666666664,2/5,0.40000000000000002,eta=2/5 and 0<=x<=delta
C,threshold-boundary,line-plane threshold y=eta,26,13/300,0.043333333333333335,2/5,0.40000000000000002,eta=2/5 and 0<=x<=delta
C,threshold-boundary,line-plane threshold y=eta,27,9/200,0.044999999999999998,2/5,0.40000000000000002,eta=2/5 and 0<=x<=delta
C,threshold-boundary,line-plane threshold y=eta,28,7/150,0.046666666666666669,2/5,0.40000000000000002,eta=2/5 and 0<=x<=delta
C,threshold-boundary,line-plane threshold y=eta,29,29/600,0.048333333333333332,2/5,0.40000000000000002,eta=2/5 and 0<=x<=delta
C,threshold-boundary,line-plane threshold y=eta,30,1/20,0.050000000000000003,2/5,0.40000000000000002,eta=2/5 and 0<=x<=delta
