recordType,mu,theta,value,aux,level
profile,1.0000000000000000e+00,2.7400000000000002e+00,-7.7794744014190027e-05,-4.4752549102092294e+00,H
profile,1.0000000000000000e+00,2.7400000000000002e+00,0.0000000000000000e+00,nan,qRelative
profile,1.0000000000000000e+00,2.7600000000000002e+00,-7.2359029929299669e-05,-4.5092448311916442e+00,H
profile,1.0000000000000000e+00,2.7600000000000002e+00,0.0000000000000000e+00,nan,qRelative
profile,1.0000000000000000e+00,2.7800000000000002e+00,-6.7299582847457263e-05,-4.5432539312062126e+00,H
profile,1.0000000000000000e+00,2.7800000000000002e+00,0.0000000000000000e+00,nan,qRelative
profile,1.0000000000000000e+00,2.8000000000000003e+00,-6.2590654264778946e-05,-4.5772822010258416e+00,H
profile,1.0000000000000000e+00,2.8000000000000003e+00,0.0000000000000000e+00,nan,qRelative
profile,1.0000000000000000e+00,2.8199999999999998e+00,-5.8208232240999776e-05,-4.6113296106051909e+00,H
profile,1.0000000000000000e+00,2.8199999999999998e+00,0.0000000000000000e+00,nan,qRelative
profile,1.0000000000000000e+00,2.8399999999999999e+00,-5.4129926519516961e-05,-4.6453961104204557e+00,H
profile,1.0000000000000000e+00,2.8399999999999999e+00,0.0000000000000000e+00,nan,qRelative
profile,1.0000000000000000e+00,2.8599999999999999e+00,-5.0334861042598430e-05,-4.6794816327480149e+00,H
profile,1.0000000000000000e+00,2.8599999999999999e+00,0.0000000000000000e+00,nan,qRelative
profile,1.0000000000000000e+00,2.8799999999999999e+00,-4.6803573405294145e-05,-4.7135860928842712e+00,H
profile,1.0000000000000000e+00,2.8799999999999999e+00,0.0000000000000000e+00,nan,qRelative
profile,1.0000000000000000e+00,2.8999999999999999e+00,-4.3517920817777371e-05,-4.7477093903088248e+00,H
profile,1.0000000000000000e+00,2.8999999999999999e+00,0.0000000000000000e+00,nan,qRelative
profile,1.0000000000000000e+00,2.9199999999999999e+00,-4.0460992170742376e-05,-4.7818514097931057e+00,H
profile,1.0000000000000000e+00,2.9199999999999999e+00,0.0000000000000000e+00,nan,qRelative
profile,1.0000000000000000e+00,2.9399999999999999e+00,-3.7617025822139399e-05,-4.8160120224565679e+00,H
profile,1.0000000000000000e+00,2.9399999999999999e+00,0.0000000000000000e+00,nan,qRelative
profile,1.0000000000000000e+00,2.9600000000000000e+00,-3.4971332745970352e-05,-4.8501910867723934e+00,H
profile,1.0000000000000000e+00,2.9600000000000000e+00,0.0000000000000000e+00,nan,qRelative
profile,1.0000000000000000e+00,2.9800000000000000e+00,-3.2510224705146334e-05,-4.8843884495246908e+00,H
profile,1.0000000000000000e+00,2.9800000000000000e+00,0.0000000000000000e+00,nan,qRelative
profile,1.0000000000000000e+00,3.0000000000000000e+00,-3.0220947130560411e-05,-4.9186039467191049e+00,H
profile,1.0000000000000000e+00,3.0000000000000000e+00,0.0000000000000000e+00,nan,qRelative
profile,1.0000000000000000e+00,3.0200000000000000e+00,-2.8091616407600187e-05,-4.9528374044485748e+00,H
profile,1.0000000000000000e+00,3.0200000000000000e+00,0.0000000000000000e+00,nan,qRelative
profile,1.0000000000000000e+00,3.0400000000000000e+00,-2.6111161289361795e-05,-4.9870886397161263e+00,H
profile,1.0000000000000000e+00,3.0400000000000000e+00,0.0000000000000000e+00,nan,qRelative
profile,1.0000000000000000e+00,3.0600000000000001e+00,-2.4269268172869017e-05,-5.0213574612163141e+00,H
profile,1.0000000000000000e+00,3.0600000000000001e+00,0.0000000000000000e+00,nan,qRelative
profile,1.0000000000000000e+00,3.0800000000000001e+00,-2.2556329990697262e-05,-5.0556436700770586e+00,H
profile,1.0000000000000000e+00,3.0800000000000001e+00,0.0000000000000000e+00,nan,qRelative
profile,1.0000000000000000e+00,3.1000000000000001e+00,-2.0963398485591071e-05,-5.0899470605634205e+00,H
profile,1.0000000000000000e+00,3.1000000000000001e+00,0.0000000000000000e+00,nan,qRelative
profile,1.0000000000000000e+00,3.1200000000000001e+00,-1.9482139649991323e-05,-5.1242674207449177e+00,H
profile,1.0000000000000000e+00,3.1200000000000001e+00,0.0000000000000000e+00,nan,qRelative
profile,1.0000000000000000e+00,3.1400000000000001e+00,-1.8104792125893397e-05,-5.1586045331278392e+00,H
profile,1.0000000000000000e+00,3.1400000000000001e+00,0.0000000000000000e+00,nan,qRelative
profile,1.0000000000000000e+00,3.1600000000000001e+00,-1.6824128373182656e-05,-5.1929581752540805e+00,H
profile,1.0000000000000000e+00,3.1600000000000001e+00,0.0000000000000000e+00,nan,qRelative
profile,1.0000000000000000e+00,3.1800000000000002e+00,-1.5633418426575748e-05,-5.2273281202678010e+00,H
profile,1.0000000000000000e+00,3.1800000000000002e+00,0.0000000000000000e+00,nan,qRelative
profile,1.0000000000000000e+00,3.2000000000000002e+00,-1.4526396072576095e-05,-5.2617141374513645e+00,H
profile,1.0000000000000000e+00,3.2000000000000002e+00,0.0000000000000000e+00,nan,qRelative
profile,1.0000000000000000e+00,3.2200000000000002e+00,-1.3497227288462946e-05,-5.2961159927317798e+00,H
profile,1.0000000000000000e+00,3.2200000000000002e+00,0.0000000000000000e+00,nan,qRelative
profile,1.0000000000000000e+00,3.2400000000000002e+00,-1.2540480795314018e-05,-5.3305334491590042e+00,H
profile,1.0000000000000000e+00,3.2400000000000002e+00,0.0000000000000000e+00,nan,qRelative
profile,1.0000000000000000e+00,3.2600000000000002e+00,-1.1651100586442700e-05,-5.3649662673571852e+00,H
profile,1.0000000000000000e+00,3.2600000000000002e+00,0.0000000000000000e+00,nan,qRelative
profile,1.0000000000000000e+00,3.2800000000000002e+00,-1.0824380301448011e-05,-5.3994142059501824e+00,H
profile,1.0000000000000000e+00,3.2800000000000002e+00,0.0000000000000000e+00,nan,qRelative
profile,1.0000000000000000e+00,3.3000000000000003e+00,-1.0055939324356340e-05,-5.4338770219623616e+00,H
profile,1.0000000000000000e+00,3.3000000000000003e+00,0.0000000000000000e+00,nan,qRelative
profile,1.0000000000000000e+00,3.3200000000000003e+00,-9.3417004921116012e-06,-5.4683544711957905e+00,H
profile,1.0000000000000000e+00,3.3200000000000003e+00,0.0000000000000000e+00,nan,qRelative
profile,1.0000000000000000e+00,3.3399999999999999e+00,-8.6778693069708749e-06,-5.5028463085849495e+00,H
profile,1.0000000000000000e+00,3.3399999999999999e+00,0.0000000000000000e+00,nan,qRelative
profile,1.0000000000000000e+00,3.3599999999999999e+00,-8.0609145532137157e-06,-5.5373522885299167e+00,H
profile,1.0000000000000000e+00,3.3599999999999999e+00,0.0000000000000000e+00,nan,qRelative
profile,1.0000000000000000e+00,3.3799999999999999e+00,-7.4875502250010845e-06,-5.5718721652089274e+00,H
profile,1.0000000000000000e+00,3.3799999999999999e+00,0.0000000000000000e+00,nan,qRelative
profile,1.0000000000000000e+00,3.3999999999999999e+00,-6.9547186782482745e-06,-5.6064056928713955e+00,H
profile,1.0000000000000000e+00,3.3999999999999999e+00,0.0000000000000000e+00,nan,qRelative
profile,1.0000000000000000e+00,3.4199999999999999e+00,-6.4595749250287529e-06,-5.6409526261122016e+00,H
profile,1.0000000000000000e+00,3.4199999999999999e+00,0.0000000000000000e+00,nan,qRelative
profile,1.0000000000000000e+00,3.4399999999999999e+00,-5.9994719943244786e-06,-5.6755127201281335e+00,H
profile,1.0000000000000000e+00,3.4399999999999999e+00,0.0000000000000000e+00,nan,qRelative
profile,1.0000000000000000e+00,3.4600000000000000e+00,-5.5719472879039409e-06,-5.7100857309572817e+00,H
profile,1.0000000000000000e+00,3.4600000000000000e+00,0.0000000000000000e+00,nan,qRelative
profile,1.0000000000000000e+00,3.4800000000000000e+00,-5.1747098647617977e-06,-5.7446714157022747e+00,H
profile,1.0000000000000000e+00,3.4800000000000000e+00,0.0000000000000000e+00,nan,qRelative
profile,1.0000000000000000e+00,3.5000000000000000e+00,-4.8056285919119422e-06,-5.7792695327380459e+00,H
profile,1.0000000000000000e+00,3.5000000000000000e+00,0.0000000000000000e+00,nan,qRelative
profile,1.0000000000000000e+00,3.5200000000000000e+00,-4.4627211034072522e-06,-5.8138798419048552e+00,H
profile,1.0000000000000000e+00,3.5200000000000000e+00,0.0000000000000000e+00,nan,qRelative
profile,1.0000000000000000e+00,3.5400000000000000e+00,-4.1441435132808368e-06,-5.8485021046874248e+00,H
profile,1.0000000000000000e+00,3.5400000000000000e+00,0.0000000000000000e+00,nan,qRelative
profile,1.0000000000000000e+00,3.5600000000000001e+00,-3.8481808316805413e-06,-5.8831360843806308e+00,H
profile,1.0000000000000000e+00,3.5600000000000001e+00,0.0000000000000000e+00,nan,qRelative
profile,1.0000000000000000e+00,3.5800000000000001e+00,-3.5732380368169161e-06,-5.9177815462426544e+00,H
profile,1.0000000000000000e+00,3.5800000000000001e+00,0.0000000000000000e+00,nan,qRelative
profile,1.0000000000000000e+00,3.6000000000000001e+00,-3.3178317584773886e-06,-5.9524382576359995e+00,H
profile,1.0000000000000000e+00,3.6000000000000001e+00,0.0000000000000000e+00,nan,qRelative
profile,1.0000000000000000e+00,3.6200000000000001e+00,-3.0805825317907676e-06,-5.9871059881571753e+00,H
profile,1.0000000000000000e+00,3.6200000000000001e+00,0.0000000000000000e+00,nan,qRelative
profile,1.0000000000000000e+00,3.6400000000000001e+00,-2.8602075826676660e-06,-6.0217845097554701e+00,H
profile,1.0000000000000000e+00,3.6400000000000001e+00,0.0000000000000000e+00,nan,qRelative
profile,1.0000000000000000e+00,3.6600000000000001e+00,-2.6555141089067333e-06,-6.0564735968414487e+00,H
profile,1.0000000000000000e+00,3.6600000000000001e+00,0.0000000000000000e+00,nan,qRelative
profile,1.0000000000000000e+00,3.6800000000000002e+00,-2.4653930233542401e-06,-6.0911730263856896e+00,H
profile,1.0000000000000000e+00,3.6800000000000002e+00,0.0000000000000000e+00,nan,qRelative
profile,1.0000000000000000e+00,3.7000000000000002e+00,-2.2888131277462105e-06,-6.1258825780082402e+00,H
profile,1.0000000000000000e+00,3.7000000000000002e+00,0.0000000000000000e+00,nan,qRelative
profile,1.0000000000000000e+00,3.7200000000000002e+00,-2.1248156879578213e-06,-6.1606020340593393e+00,H
profile,1.0000000000000000e+00,3.7200000000000002e+00,0.0000000000000000e+00,nan,qRelative
profile,1.0000000000000000e+00,3.7400000000000002e+00,-1.9725093833432224e-06,-6.1953311796917854e+00,H
profile,1.0000000000000000e+00,3.7400000000000002e+00,0.0000000000000000e+00,nan,qRelative
profile,1.0000000000000000e+00,3.7600000000000002e+00,-1.8310656046792608e-06,-6.2300698029255450e+00,H
profile,1.0000000000000000e+00,3.7600000000000002e+00,0.0000000000000000e+00,nan,qRelative
profile,1.0000000000000000e+00,3.7800000000000002e+00,-1.6997140769365381e-06,-6.2648176947047878e+00,H
profile,1.0000000000000000e+00,3.7800000000000002e+00,0.0000000000000000e+00,nan,qRelative
profile,1.0000000000000000e+00,3.8000000000000003e+00,-1.5777387846990354e-06,-6.2995746489480338e+00,H
profile,1.0000000000000000e+00,3.8000000000000003e+00,0.0000000000000000e+00,nan,qRelative
profile,1.0000000000000000e+00,3.8200000000000003e+00,-1.4644741795457414e-06,-6.3343404625916060e+00,H
profile,1.0000000000000000e+00,3.8200000000000003e+00,0.0000000000000000e+00,nan,qRelative
profile,1.0000000000000000e+00,3.8399999999999999e+00,-1.3593016501016362e-06,-6.3691149356268220e+00,H
profile,1.0000000000000000e+00,3.8399999999999999e+00,0.0000000000000000e+00,nan,qRelative
profile,1.0000000000000000e+00,3.8599999999999999e+00,-1.2616462367669999e-06,-6.4038978711313499e+00,H
profile,1.0000000000000000e+00,3.8599999999999999e+00,0.0000000000000000e+00,nan,qRelative
profile,1.0000000000000000e+00,3.8799999999999999e+00,-1.1709735743494267e-06,-6.4386890752949153e+00,H
profile,1.0000000000000000e+00,3.8799999999999999e+00,0.0000000000000000e+00,nan,qRelative
profile,1.0000000000000000e+00,3.8999999999999999e+00,-1.0867870469576442e-06,-6.4734883574398587e+00,H
profile,1.0000000000000000e+00,3.8999999999999999e+00,0.0000000000000000e+00,nan,qRelative
profile,1.0000000000000000e+00,3.9199999999999999e+00,-1.0086251405755567e-06,-6.5082955300367287e+00,H
profile,1.0000000000000000e+00,3.9199999999999999e+00,0.0000000000000000e+00,nan,qRelative
profile,1.0000000000000000e+00,3.9399999999999999e+00,-9.3605897972367730e-07,-6.5431104087152745e+00,H
profile,1.0000000000000000e+00,3.9399999999999999e+00,0.0000000000000000e+00,nan,qRelative
profile,1.0000000000000000e+00,3.9600000000000000e+00,-8.6869003553792225e-07,-6.5779328122711185e+00,H
profile,1.0000000000000000e+00,3.9600000000000000e+00,0.0000000000000000e+00,nan,qRelative
profile,1.0000000000000000e+00,3.9800000000000000e+00,-8.0614799345689934e-07,-6.6127625626682791e+00,H
profile,1.0000000000000000e+00,3.9800000000000000e+00,0.0000000000000000e+00,nan,qRelative
profile,1.0000000000000000e+00,4.0000000000000000e+00,-7.4808876951241153e-07,-6.6475994850380289e+00,H
profile,1.0000000000000000e+00,4.0000000000000000e+00,0.0000000000000000e+00,nan,qRelative
profile,1.0000000000000000e+00,4.0200000000000005e+00,-6.9419266496754639e-07,-6.6824434076740422e+00,H
profile,1.0000000000000000e+00,4.0200000000000005e+00,0.0000000000000000e+00,nan,qRelative
profile,1.0000000000000000e+00,4.0400000000000000e+00,-6.4416264974620801e-07,-6.7172941620243112e+00,H
profile,1.0000000000000000e+00,4.0400000000000000e+00,0.0000000000000000e+00,nan,qRelative
profile,1.0000000000000000e+00,4.0600000000000005e+00,-5.9772276575028496e-07,-6.7521515826799599e+00,H
profile,1.0000000000000000e+00,4.0600000000000005e+00,0.0000000000000000e+00,nan,qRelative
profile,1.0000000000000000e+00,4.0800000000000001e+00,-5.5461664176924331e-07,-6.7870155073610308e+00,H
profile,1.0000000000000000e+00,4.0800000000000001e+00,0.0000000000000000e+00,nan,qRelative
profile,1.0000000000000000e+00,4.0999999999999996e+00,-5.1460611225438745e-07,-6.8218857768998209e+00,H
profile,1.0000000000000000e+00,4.0999999999999996e+00,0.0000000000000000e+00,nan,qRelative
profile,1.0000000000000000e+00,4.1200000000000001e+00,-4.7746993275930402e-07,-6.8567622352215389e+00,H
profile,1.0000000000000000e+00,4.1200000000000001e+00,0.0000000000000000e+00,nan,qRelative
profile,1.0000000000000000e+00,4.1399999999999997e+00,-4.4300258534146661e-07,-6.8916447293226115e+00,H
profile,1.0000000000000000e+00,4.1399999999999997e+00,0.0000000000000000e+00,nan,qRelative
profile,1.0000000000000000e+00,4.1600000000000001e+00,-4.1101316768009188e-07,-6.9265331092470914e+00,H
profile,1.0000000000000000e+00,4.1600000000000001e+00,0.0000000000000000e+00,nan,qRelative
profile,1.0000000000000000e+00,4.1799999999999997e+00,-3.8132436009428643e-07,-6.9614272280608009e+00,H
profile,1.0000000000000000e+00,4.1799999999999997e+00,0.0000000000000000e+00,nan,qRelative
profile,1.0000000000000000e+00,4.2000000000000002e+00,-3.5377146504537025e-07,-6.9963269418239173e+00,H
profile,1.0000000000000000e+00,4.2000000000000002e+00,0.0000000000000000e+00,nan,qRelative
profile,1.0000000000000000e+00,4.2199999999999998e+00,-3.2820151408001251e-07,-7.0312321095616497e+00,H
profile,1.0000000000000000e+00,4.2199999999999998e+00,0.0000000000000000e+00,nan,qRelative
profile,1.0000000000000000e+00,4.2400000000000002e+00,-3.0447243751816962e-07,-7.0661425932336259e+00,H
profile,1.0000000000000000e+00,4.2400000000000002e+00,0.0000000000000000e+00,nan,qRelative
profile,1.0000000000000000e+00,4.2599999999999998e+00,-2.8245229251360520e-07,-7.1010582577016663e+00,H
profile,1.0000000000000000e+00,4.2599999999999998e+00,0.0000000000000000e+00,nan,qRelative
profile,1.0000000000000000e+00,4.2800000000000002e+00,-2.6201854541643827e-07,-7.1359789706965051e+00,H
profile,1.0000000000000000e+00,4.2800000000000002e+00,0.0000000000000000e+00,nan,qRelative
profile,1.0000000000000000e+00,4.2999999999999998e+00,-2.4305740464832872e-07,-7.1709046027831436e+00,H
profile,1.0000000000000000e+00,4.2999999999999998e+00,0.0000000000000000e+00,nan,qRelative
profile,1.0000000000000000e+00,4.3200000000000003e+00,-2.2546320056281707e-07,-7.2058350273254179e+00,H
profile,1.0000000000000000e+00,4.3200000000000003e+00,0.0000000000000000e+00,nan,qRelative
profile,1.0000000000000000e+00,4.3399999999999999e+00,-2.0913780900740172e-07,-7.2407701204494082e+00,H
profile,1.0000000000000000e+00,4.3399999999999999e+00,0.0000000000000000e+00,nan,qRelative
profile,1.0000000000000000e+00,4.3600000000000003e+00,-1.9399011553125716e-07,-7.2757097610062393e+00,H
profile,1.0000000000000000e+00,4.3600000000000003e+00,0.0000000000000000e+00,nan,qRelative
profile,1.0000000000000000e+00,4.3799999999999999e+00,-1.7993551739429953e-07,-7.3106538305339246e+00,H
profile,1.0000000000000000e+00,4.3799999999999999e+00,0.0000000000000000e+00,nan,qRelative
profile,1.0000000000000000e+00,4.4000000000000004e+00,-1.6689546073054682e-07,-7.3456022132188634e+00,H
profile,1.0000000000000000e+00,4.4000000000000004e+00,0.0000000000000000e+00,nan,qRelative
profile,1.0000000000000000e+00,4.4199999999999999e+00,-1.5479701040246470e-07,-7.3805547958564794e+00,H
profile,1.0000000000000000e+00,4.4199999999999999e+00,0.0000000000000000e+00,nan,qRelative
profile,1.0000000000000000e+00,4.4400000000000004e+00,-1.4357245025408678e-07,-7.4155114678117133e+00,H
profile,1.0000000000000000e+00,4.4400000000000004e+00,0.0000000000000000e+00,nan,qRelative
profile,1.0000000000000000e+00,4.4600000000000000e+00,-1.3315891163005620e-07,-7.4504721209787812e+00,H
profile,1.0000000000000000e+00,4.4600000000000000e+00,0.0000000000000000e+00,nan,qRelative
profile,1.0000000000000000e+00,4.4800000000000004e+00,-1.2349802817611002e-07,-7.4854366497409792e+00,H
profile,1.0000000000000000e+00,4.4800000000000004e+00,0.0000000000000000e+00,nan,qRelative
profile,1.0000000000000000e+00,4.5000000000000000e+00,-1.1453561507469870e-07,-7.5204049509298843e+00,H
profile,1.0000000000000000e+00,4.5000000000000000e+00,0.0000000000000000e+00,nan,qRelative
profile,1.0000000000000000e+00,4.5200000000000005e+00,-1.0622137099806702e-07,-7.5553769237846957e+00,H
profile,1.0000000000000000e+00,4.5200000000000005e+00,0.0000000000000000e+00,nan,qRelative
profile,1.0000000000000000e+00,4.5400000000000000e+00,-9.8508601180894071e-08,-7.5903524699111236e+00,H
profile,1.0000000000000000e+00,4.5400000000000000e+00,0.0000000000000000e+00,nan,qRelative
profile,1.0000000000000000e+00,4.5600000000000005e+00,-9.1353960126078498e-08,-7.6253314932405587e+00,H
profile,1.0000000000000000e+00,4.5600000000000005e+00,0.0000000000000000e+00,nan,qRelative
profile,1.0000000000000000e+00,4.5800000000000001e+00,-8.4717212561048490e-08,-7.6603138999888509e+00,H
profile,1.0000000000000000e+00,4.5800000000000001e+00,0.0000000000000000e+00,nan,qRelative
profile,1.0000000000000000e+00,4.6000000000000005e+00,-7.8561011358581775e-08,-7.6952995986154749e+00,H
profile,1.0000000000000000e+00,4.6000000000000005e+00,0.0000000000000000e+00,nan,qRelative
