B,Ynormalized,0.054000000000000006,0.10899814096015993,normalized profile,normalizer=Y0(0)=178,theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,Y0/178
B,anormalized,0.054000000000000006,1.8997479345968935,normalized profile,normalizer=A*=A0(theta*),theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,A0/A*
B,Bnormalized,0.056000000000000008,0.70073644266829704,normalized profile,normalizer=B0(theta*),theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,B0/B0(theta*)
B,Dnormalized,0.056000000000000008,0.083102921590540432,normalized profile,normalizer=D0(0)=3942,theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,D0/3942
B,Ynormalized,0.056000000000000008,0.10127630777498645,normalized profile,normalizer=Y0(0)=178,theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,Y0/178
B,anormalized,0.056000000000000008,2.026537301825249,normalized profile,normalizer=A*=A0(theta*),theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,A0/A*
B,Bnormalized,0.05800000000000001,0.66797347455389633,normalized profile,normalizer=B0(theta*),theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,B0/B0(theta*)
B,Dnormalized,0.05800000000000001,0.076390172609008988,normalized profile,normalizer=D0(0)=3942,theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,D0/3942
B,Ynormalized,0.05800000000000001,0.094176279435610286,normalized profile,normalizer=Y0(0)=178,theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,Y0/178
B,anormalized,0.05800000000000001,2.1543127873911816,normalized profile,normalizer=A*=A0(theta*),theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,A0/A*
B,Bnormalized,0.059999999999999998,0.63605031734116246,normalized profile,normalizer=B0(theta*),theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,B0/B0(theta*)
B,Dnormalized,0.059999999999999998,0.070242249971809806,normalized profile,normalizer=D0(0)=3942,theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,D0/3942
B,Ynormalized,0.059999999999999998,0.087645656122537982,normalized profile,normalizer=Y0(0)=178,theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,Y0/178
B,anormalized,0.059999999999999998,2.2825667280859441,normalized profile,normalizer=A*=A0(theta*),theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,A0/A*
B,Bnormalized,0.062,0.60504155331535225,normalized profile,normalizer=B0(theta*),theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,B0/B0(theta*)
B,Dnormalized,0.062,0.064609816539228898,normalized profile,normalizer=D0(0)=3942,theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,D0/3942
B,Ynormalized,0.062,0.081636622173641024,normalized profile,normalizer=Y0(0)=178,theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,Y0/178
B,anormalized,0.062,2.4107724288946275,normalized profile,normalizer=A*=A0(theta*),theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,A0/A*
B,Bnormalized,0.064000000000000001,0.57500404168463604,normalized profile,normalizer=B0(theta*),theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,B0/B0(theta*)
B,Dnormalized,0.064000000000000001,0.059447984162061075,normalized profile,normalizer=D0(0)=3942,theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,D0/3942
B,Ynormalized,0.064000000000000001,0.076105532178051896,normalized profile,normalizer=Y0(0)=178,theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,Y0/178
B,anormalized,0.064000000000000001,2.5383866844650957,normalized profile,normalizer=A*=A0(theta*),theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,A0/A*
B,Bnormalized,0.066000000000000003,0.54597934998568576,normalized profile,normalizer=B0(theta*),theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,B0/B0(theta*)
B,Dnormalized,0.066000000000000003,0.054715902151514346,normalized profile,normalizer=D0(0)=3942,theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,D0/3942
B,Ynormalized,0.066000000000000003,0.071012535394219964,normalized profile,normalizer=Y0(0)=178,theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,Y0/178
B,anormalized,0.066000000000000003,2.6648526322682571,normalized profile,normalizer=A*=A0(theta*),theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,A0/A*
B,Bnormalized,0.068000000000000005,0.51799590057151612,normalized profile,normalizer=B0(theta*),theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,B0/B0(theta*)
B,Dnormalized,0.068000000000000005,0.050376384558614998,normalized profile,normalizer=D0(0)=3942,theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,D0/3942
B,Ynormalized,0.068000000000000005,0.066321234875291374,normalized profile,normalizer=Y0(0)=178,theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,Y0/178
B,anormalized,0.068000000000000005,2.7896029388958308,normalized profile,normalizer=A*=A0(theta*),theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,A0/A*
B,Bnormalized,0.070000000000000007,0.49107086326650656,normalized profile,normalizer=B0(theta*),theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,B0/B0(theta*)
B,Dnormalized,0.070000000000000007,0.046395572551098184,normalized profile,normalizer=D0(0)=3942,theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,D0/3942
B,Ynormalized,0.070000000000000007,0.061998378031099109,normalized profile,normalizer=Y0(0)=178,theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,Y0/178
B,anormalized,0.070000000000000007,2.9120633151832425,normalized profile,normalizer=A*=A0(theta*),theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,A0/A*
B,Bnormalized,0.072000000000000008,0.46521182200970501,normalized profile,normalizer=B0(theta*),theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,B0/B0(theta*)
B,Dnormalized,0.072000000000000008,0.042742628534391473,normalized profile,normalizer=D0(0)=3942,theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,D0/3942
B,Ynormalized,0.072000000000000008,0.058013575668721069,normalized profile,normalizer=Y0(0)=178,theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,Y0/178
B,anormalized,0.072000000000000008,3.0316563491128443,normalized profile,normalizer=A*=A0(theta*),theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,A0/A*
B,Bnormalized,0.07400000000000001,0.44041824037878774,normalized profile,normalizer=B0(theta*),theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,B0/B0(theta*)
B,Dnormalized,0.07400000000000001,0.039389458987032923,normalized profile,normalizer=D0(0)=3942,theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,D0/3942
B,Ynormalized,0.07400000000000001,0.054339046836037935,normalized profile,normalizer=Y0(0)=178,theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,Y0/178
B,anormalized,0.07400000000000001,3.1478056377913091,normalized profile,normalizer=A*=A0(theta*),theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,A0/A*
B,Bnormalized,0.076000000000000012,0.41668274825948315,normalized profile,normalizer=B0(theta*),theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,B0/B0(theta*)
B,Dnormalized,0.076000000000000012,0.036310463273119119,normalized profile,normalizer=D0(0)=3942,theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,D0/3942
B,Ynormalized,0.076000000000000012,0.050949387047937771,normalized profile,normalizer=Y0(0)=178,theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,Y0/178
B,anormalized,0.076000000000000012,3.259940191303571,normalized profile,normalizer=A*=A0(theta*),theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,A0/A*
B,Bnormalized,0.078000000000000014,0.39399226956833994,normalized profile,normalizer=B0(theta*),theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,B0/B0(theta*)
B,Dnormalized,0.078000000000000014,0.033482305958229999,normalized profile,normalizer=D0(0)=3942,theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,D0/3942
B,Ynormalized,0.078000000000000014,0.047821357705419842,normalized profile,normalizer=Y0(0)=178,theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,Y0/178
B,anormalized,0.078000000000000014,3.3674990720838243,normalized profile,normalizer=A*=A0(theta*),theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,A0/A*
B,Bnormalized,0.080000000000000002,0.37232900882296333,normalized profile,normalizer=B0(theta*),theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,B0/B0(theta*)
B,Dnormalized,0.080000000000000002,0.030883710393500172,normalized profile,normalizer=D0(0)=3942,theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,D0/3942
B,Ynormalized,0.080000000000000002,0.044933694726236546,normalized profile,normalizer=Y0(0)=178,theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,Y0/178
B,anormalized,0.080000000000000002,3.4699362238368909,normalized profile,normalizer=A*=A0(theta*),theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,A0/A*
B,Bnormalized,0.082000000000000017,0.35167131245856204,normalized profile,normalizer=B0(theta*),theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,B0/B0(theta*)
B,Dnormalized,0.082000000000000017,0.02849527154760291,normalized profile,normalizer=D0(0)=3942,theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,D0/3942
B,Ynormalized,0.082000000000000017,0.042266934594038977,normalized profile,normalizer=Y0(0)=178,theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,Y0/178
B,anormalized,0.082000000000000017,3.5667254342823806,normalized profile,normalizer=A*=A0(theta*),theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,A0/A*
B,Bnormalized,0.084000000000000005,0.33199441909062377,normalized profile,normalizer=B0(theta*),theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,B0/B0(theta*)
B,Dnormalized,0.084000000000000005,0.026299286260642093,normalized profile,normalizer=D0(0)=3942,theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,D0/3942
B,Ynormalized,0.084000000000000005,0.039803256203203075,normalized profile,normalizer=Y0(0)=178,theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,Y0/178
B,anormalized,0.084000000000000005,3.6573653664343433,normalized profile,normalizer=A*=A0(theta*),theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,A0/A*
B,Bnormalized,0.085999999999999993,0.31327111140078445,normalized profile,normalizer=B0(theta*),theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,B0/B0(theta*)
B,Dnormalized,0.085999999999999993,0.024279599269342131,normalized profile,normalizer=D0(0)=3942,theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,D0/3942
B,Ynormalized,0.085999999999999993,0.037526337030367722,normalized profile,normalizer=Y0(0)=178,theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,Y0/178
B,anormalized,0.085999999999999993,3.7413845841809326,normalized profile,normalizer=A*=A0(theta*),theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,A0/A*
B,Bnormalized,0.088000000000000009,0.29547228095852018,normalized profile,normalizer=B0(theta*),theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,B0/B0(theta*)
B,Dnormalized,0.088000000000000009,0.022421463511327507,normalized profile,normalizer=D0(0)=3942,theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,D0/3942
B,Ynormalized,0.088000000000000009,0.035421222302800141,normalized profile,normalizer=Y0(0)=178,theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,Y0/178
B,anormalized,0.088000000000000009,3.818346490043139,normalized profile,normalizer=A*=A0(theta*),theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,A0/A*
B,Bnormalized,0.089999999999999997,0.27856741606900132,normalized profile,normalizer=B0(theta*),theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,B0/B0(theta*)
B,Dnormalized,0.089999999999999997,0.020711413359344025,normalized profile,normalizer=D0(0)=3942,theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,D0/3942
B,Ynormalized,0.089999999999999997,0.033474205959445204,normalized profile,normalizer=Y0(0)=178,theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,Y0/178
B,anormalized,0.089999999999999997,3.8878540866426734,normalized profile,normalizer=A*=A0(theta*),theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,A0/A*
B,Bnormalized,0.092000000000000012,0.26252502164278241,normalized profile,normalizer=B0(theta*),theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,B0/B0(theta*)
B,Dnormalized,0.092000000000000012,0.019137149565491219,normalized profile,normalizer=D0(0)=3942,theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,D0/3942
B,Ynormalized,0.092000000000000012,0.031672722314208451,normalized profile,normalizer=Y0(0)=178,theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,Y0/178
